%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1602701903925506537,6338,1602701903925506537,,30.287370046,-97.7373753959,-3.05089330673
1602701903946697917,6339,1602701903946697917,,30.2873700835,-97.7373759083,-3.0507235527
1602701903986721561,6340,1602701903986721561,,30.287370122,-97.7373764208,-3.05140304565
1602701904026917024,6341,1602701904026917024,,30.2873700283,-97.737377182,-3.05061364174
1602701904087228817,6342,1602701904087228817,,30.2873700283,-97.737377182,-3.05061364174
1602701904127901363,6343,1602701904127901363,,30.287370066,-97.7373776934,-3.05061364174
1602701904168210241,6344,1602701904168210241,,30.2873701035,-97.7373782051,-3.05044388771
1602701904208539802,6345,1602701904208539802,,30.2873701412,-97.7373787156,-3.05061364174
1602701904228613330,6346,1602701904228613330,,30.2873701412,-97.7373787156,-3.05061364174
1602701904249783017,6347,1602701904249783017,,30.2873701791,-97.7373792277,-3.05044388771
1602701904289726261,6348,1602701904289726261,,30.2873702594,-97.7373777367,-3.05436110497
1602701904330055706,6349,1602701904330055706,,30.2873702987,-97.7373782489,-3.05402112007
1602701904370406181,6350,1602701904370406181,,30.2873702987,-97.7373782489,-3.05402112007
1602701904430575072,6351,1602701904430575072,,30.287370338,-97.7373787602,-3.05436110497
1602701904471090896,6352,1602701904471090896,,30.2873703779,-97.7373792718,-3.05453085899
1602701904511367506,6353,1602701904511367506,,30.287370417,-97.737379782,-3.05419135094
1602701904553145289,6354,1602701904553145289,,30.2873704563,-97.737380293,-3.05419135094
1602701904573200796,6355,1602701904573200796,,30.2873704563,-97.737380293,-3.05419135094
1602701904593096250,6356,1602701904593096250,,30.2873704961,-97.7373808049,-3.05470061302
1602701904633422252,6357,1602701904633422252,,30.2873705456,-97.7373816455,-3.0508415699
1602701904673531228,6358,1602701904673531228,,30.2873705456,-97.7373816455,-3.0508415699
1602701904713769578,6359,1602701904713769578,,30.2873705833,-97.7373821542,-3.05101132393
1602701904774383789,6360,1602701904774383789,,30.2873706214,-97.7373826667,-3.05101132393
1602701904814607730,6361,1602701904814607730,,30.287370659,-97.7373831774,-3.05050206184
1602701904856165107,6362,1602701904856165107,,30.2873706967,-97.7373836883,-3.05067181587
1602701904876154608,6363,1602701904876154608,,30.2873707346,-97.737384201,-3.0508415699
1602701904936541241,6364,1602701904936541241,,30.2873706842,-97.7373843939,-3.0482070446
1602701904976809545,6365,1602701904976809545,,30.2873707219,-97.7373849153,-3.0485470295
1602701905016968474,6366,1602701905016968474,,30.2873707593,-97.7373854305,-3.04888653755
1602701905057386217,6367,1602701905057386217,,30.2873707965,-97.7373859468,-3.04888653755
1602701905117790331,6368,1602701905117790331,,30.2873708335,-97.7373864612,-3.0485470295
1602701905159061285,6369,1602701905159061285,,30.2873708675,-97.7373869701,-3.0441300869
1602701905178831282,6370,1602701905178831282,,30.2873708995,-97.7373874854,-3.03988337517
1602701905219004476,6371,1602701905219004476,,30.2873711715,-97.7373862663,-3.04072380066
1602701905279554111,6372,1602701905279554111,,30.2873712056,-97.7373867811,-3.04106378555
1602701905320187763,6373,1602701905320187763,,30.2873712389,-97.7373872944,-3.04106378555
1602701905360226911,6374,1602701905360226911,,30.2873712726,-97.7373878031,-3.04123353958
1602701905400455399,6375,1602701905400455399,,30.287371306,-97.7373883164,-3.04123353958
1602701905441795278,6376,1602701905441795278,,30.2873713402,-97.73738883,-3.04191303253
1602701905501815700,6377,1602701905501815700,,30.2873713334,-97.7373882047,-3.04462862015
1602701905521762783,6378,1602701905521762783,,30.2873713685,-97.7373887164,-3.04513835907
1602701905582598657,6379,1602701905582598657,,30.2873713685,-97.7373887164,-3.04513835907
1602701905622361009,6380,1602701905622361009,,30.2873714038,-97.7373892276,-3.04496860504
1602701905662730603,6381,1602701905662730603,,30.2873714392,-97.7373897389,-3.0453081131
1602701905703072078,6382,1602701905703072078,,30.2873714745,-97.737390249,-3.04513835907
1602701905743204439,6383,1602701905743204439,,30.2873714745,-97.737390249,-3.04513835907
1602701905784332564,6384,1602701905784332564,,30.2873715452,-97.7373912723,-3.04513835907
1602701905844570678,6385,1602701905844570678,,30.2873714766,-97.7373915691,-3.04528093338
1602701905864712360,6386,1602701905864712360,,30.2873714766,-97.7373915691,-3.04528093338
1602701905904785043,6387,1602701905904785043,,30.2873715121,-97.7373920798,-3.04528093338
1602701905945553931,6388,1602701905945553931,,30.2873715478,-97.7373925928,-3.04545116425
1602701906005761849,6389,1602701906005761849,,30.287371583,-97.737393106,-3.04511117935
1602701906045788476,6390,1602701906045788476,,30.287371583,-97.737393106,-3.04511117935
1602701906087609036,6391,1602701906087609036,,30.2873716183,-97.7373936173,-3.04528093338
1602701906127603918,6392,1602701906127603918,,30.2873718388,-97.7373929005,-3.0503077507
1602701906167983510,6393,1602701906167983510,,30.2873718388,-97.7373929005,-3.0503077507
1602701906188110520,6394,1602701906188110520,,30.2873718766,-97.7373934131,-3.05047750473
1602701906208214934,6395,1602701906208214934,,30.2873718766,-97.7373934131,-3.05047750473
1602701906248687718,6396,1602701906248687718,,30.2873719124,-97.7373939254,-3.04724979401
1602701906289520011,6397,1602701906289520011,,30.287371946,-97.7373944377,-3.04300308228
1602701906349674938,6398,1602701906349674938,,30.287371946,-97.7373944377,-3.04300308228
1602701906391145703,6399,1602701906391145703,,30.2873719781,-97.7373949506,-3.03960561752
1602701906431358092,6400,1602701906431358092,,30.2873718152,-97.7373956482,-3.0198738575
1602701906471629622,6401,1602701906471629622,,30.2873718152,-97.7373956482,-3.0198738575
1602701906491878091,6402,1602701906491878091,,30.287371839,-97.7373961623,-3.01902461052
1602701906511983498,6403,1602701906511983498,,30.287371839,-97.7373961623,-3.01902461052
1602701906552312184,6404,1602701906552312184,,30.2873718631,-97.7373966758,-3.01936459541
1602701906592547621,6405,1602701906592547621,,30.287371887,-97.7373971886,-3.0198738575
1602701906632837982,6406,1602701906632837982,,30.287371887,-97.7373971886,-3.0198738575
1602701906673661530,6407,1602701906673661530,,30.2873719116,-97.7373977001,-3.02021384239
1602701906733980395,6408,1602701906733980395,,30.2873719358,-97.7373982119,-3.02004408836
1602701906774047506,6409,1602701906774047506,,30.287371674,-97.7373983677,-3.02307367325
1602701906814692541,6410,1602701906814692541,,30.2873717,-97.7373988829,-3.02307367325
1602701906834989027,6411,1602701906834989027,,30.2873717256,-97.7373993955,-3.02307367325
1602701906854670176,6412,1602701906854670176,,30.2873717256,-97.7373993955,-3.02307367325
1602701906895288759,6413,1602701906895288759,,30.2873717511,-97.7373999064,-3.02341365814
1602701906935456794,6414,1602701906935456794,,30.2873717511,-97.7373999064,-3.02341365814
1602701906976467435,6415,1602701906976467435,,30.2873717768,-97.7374004179,-3.02341365814
1602701907036709867,6416,1602701907036709867,,30.2873719936,-97.7374004099,-3.02336764336
1602701907076933844,6417,1602701907076933844,,30.2873720464,-97.7374014358,-3.02421689034
1602701907096948273,6418,1602701907096948273,,30.2873720464,-97.7374014358,-3.02421689034
1602701907157403292,6419,1602701907157403292,,30.2873720722,-97.73740195,-3.02387690544
1602701907197767843,6420,1602701907197767843,,30.2873720981,-97.7374024621,-3.02370715141
1602701907238122502,6421,1602701907238122502,,30.2873720981,-97.7374024621,-3.02370715141
1602701907279641708,6422,1602701907279641708,,30.287372124,-97.7374029742,-3.02370715141
1602701907319514276,6423,1602701907319514276,,30.2873721498,-97.7374034866,-3.02370715141
1602701907359854883,6424,1602701907359854883,,30.2873720077,-97.7374034187,-3.02756237984
1602701907420197454,6425,1602701907420197454,,30.2873720637,-97.737404443,-3.02824187279
1602701907440404601,6426,1602701907440404601,,30.2873720637,-97.737404443,-3.02824187279
1602701907480776329,6427,1602701907480776329,,30.2873720917,-97.7374049552,-3.02807164192
1602701907541291298,6428,1602701907541291298,,30.2873720917,-97.7374049552,-3.02807164192
1602701907582638482,6429,1602701907582638482,,30.2873721194,-97.737405466,-3.02841162682
1602701907622524956,6430,1602701907622524956,,30.2873723722,-97.7374054313,-3.02525186539
1602701907662929570,6431,1602701907662929570,,30.2873723989,-97.7374059437,-3.02525186539
1602701907723223640,6432,1602701907723223640,,30.2873724532,-97.7374069703,-3.0261015892
1602701907743704092,6433,1602701907743704092,,30.2873724532,-97.7374069703,-3.0261015892
1602701907784214368,6434,1602701907784214368,,30.2873724804,-97.7374074832,-3.02627134323
1602701907824219120,6435,1602701907824219120,,30.2873724804,-97.7374074832,-3.02627134323
1602701907885710572,6436,1602701907885710572,,30.2873725075,-97.7374079951,-3.02644109726
1602701907925632435,6437,1602701907925632435,,30.2873725345,-97.7374085082,-3.02644109726
1602701907966012407,6438,1602701907966012407,,30.287372498,-97.7374067601,-3.03352212906
1602701908006446137,6439,1602701908006446137,,30.2873725282,-97.7374072727,-3.03335237503
1602701908046536237,6440,1602701908046536237,,30.2873725592,-97.7374077868,-3.03403186798
1602701908066663263,6441,1602701908066663263,,30.2873725592,-97.7374077868,-3.03403186798
1602701908087124885,6442,1602701908087124885,,30.2873725895,-97.7374082971,-3.03420162201
1602701908127331450,6443,1602701908127331450,,30.2873725895,-97.7374082971,-3.03420162201
1602701908169197987,6444,1602701908169197987,,30.2873726198,-97.7374088083,-3.03386211395
1602701908210043778,6445,1602701908210043778,,30.2873726505,-97.7374093206,-3.03437137604
1602701908270130820,6446,1602701908270130820,,30.2873724784,-97.7374089449,-3.03951954842
1602701908310261571,6447,1602701908310261571,,30.2873725112,-97.7374094577,-3.03951954842
1602701908350765125,6448,1602701908350765125,,30.2873725444,-97.7374099705,-3.04019904137
1602701908370952524,6449,1602701908370952524,,30.2873725444,-97.7374099705,-3.04019904137
1602701908391533488,6450,1602701908391533488,,30.287372578,-97.7374104842,-3.04019904137
1602701908431701601,6451,1602701908431701601,,30.287372578,-97.7374104842,-3.04019904137
1602701908473243705,6452,1602701908473243705,,30.2873726107,-97.7374109938,-3.04019904137
1602701908513244320,6453,1602701908513244320,,30.2873726443,-97.7374115067,-3.04053854942
1602701908573439166,6454,1602701908573439166,,30.2873726649,-97.7374107895,-3.04089426994
1602701908613657346,6455,1602701908613657346,,30.2873726985,-97.7374113003,-3.04123425484
1602701908654272092,6456,1602701908654272092,,30.2873727319,-97.7374118123,-3.04106450081
1602701908674476820,6457,1602701908674476820,,30.2873727319,-97.7374118123,-3.04106450081
1602701908694639152,6458,1602701908694639152,,30.2873727656,-97.7374123252,-3.04140400887
1602701908734957101,6459,1602701908734957101,,30.2873727656,-97.7374123252,-3.04140400887
1602701908776900303,6460,1602701908776900303,,30.2873727996,-97.7374128364,-3.04157376289
1602701908816848645,6461,1602701908816848645,,30.2873728333,-97.737413349,-3.04157376289
1602701908858125336,6462,1602701908858125336,,30.2873728672,-97.7374138593,-3.04174399376
1602701908917339577,6463,1602701908917339577,,30.28737257,-97.7374156029,-3.04416155815
1602701908957717732,6464,1602701908957717732,,30.2873726054,-97.7374161273,-3.04416155815
1602701908978338806,6465,1602701908978338806,,30.2873726405,-97.7374166414,-3.04433178902
1602701909038183432,6466,1602701909038183432,,30.2873726405,-97.7374166414,-3.04433178902
1602701909079409542,6467,1602701909079409542,,30.2873726754,-97.7374171532,-3.04399180412
1602701909119613720,6468,1602701909119613720,,30.2873727102,-97.7374176645,-3.04433178902
1602701909159693678,6469,1602701909159693678,,30.2873727123,-97.7374173589,-3.04709911346
1602701909220189911,6470,1602701909220189911,,30.2873727846,-97.7374183809,-3.04709911346
1602701909240182444,6471,1602701909240182444,,30.2873727846,-97.7374183809,-3.04709911346
1602701909300945969,6472,1602701909300945969,,30.2873728211,-97.7374188928,-3.04760885239
1602701909340877454,6473,1602701909340877454,,30.2873728211,-97.7374188928,-3.04760885239
1602701909382460842,6474,1602701909382460842,,30.2873728579,-97.7374194042,-3.04794836044
1602701909422431727,6475,1602701909422431727,,30.2873728941,-97.7374199161,-3.04777860641
1602701909462312732,6476,1602701909462312732,,30.2873728894,-97.7374204539,-3.04764890671
1602701909523093845,6477,1602701909523093845,,30.2873729257,-97.7374209632,-3.04747915268
1602701909543301646,6478,1602701909543301646,,30.2873729617,-97.7374214754,-3.04713916779
1602701909583411680,6479,1602701909583411680,,30.2873729985,-97.7374219899,-3.04747915268
1602701909623606745,6480,1602701909623606745,,30.2873729985,-97.7374219899,-3.04747915268
1602701909684225336,6481,1602701909684225336,,30.2873730357,-97.7374225126,-3.04764890671
1602701909726266826,6482,1602701909726266826,,30.287373072,-97.7374230222,-3.04764890671
1602701909766322868,6483,1602701909766322868,,30.2873733163,-97.7374231307,-3.04275822639
1602701909806519627,6484,1602701909806519627,,30.2873733504,-97.7374236405,-3.04275822639
1602701909826622004,6485,1602701909826622004,,30.2873733848,-97.737424153,-3.04275822639
1602701909846935114,6486,1602701909846935114,,30.2873733848,-97.737424153,-3.04275822639
1602701909887483589,6487,1602701909887483589,,30.2873734189,-97.7374246639,-3.04292845726
1602701909927611194,6488,1602701909927611194,,30.2873734189,-97.7374246639,-3.04292845726
1602701909967638940,6489,1602701909967638940,,30.2873734539,-97.7374251779,-3.04326796532
1602701910028980779,6490,1602701910028980779,,30.2873734886,-97.7374256889,-3.04343771935
1602701910068996177,6491,1602701910068996177,,30.2873733345,-97.7374268839,-3.04768776894
1602701910109212767,6492,1602701910109212767,,30.2873733711,-97.7374273948,-3.04768776894
1602701910149792903,6493,1602701910149792903,,30.2873734076,-97.7374279068,-3.04751801491
1602701910169841438,6494,1602701910169841438,,30.2873734076,-97.7374279068,-3.04751801491
1602701910189954876,6495,1602701910189954876,,30.2873734439,-97.7374284193,-3.04768776894
1602701910230466980,6496,1602701910230466980,,30.2873734439,-97.7374284193,-3.04768776894
1602701910270663492,6497,1602701910270663492,,30.2873734804,-97.7374289313,-3.04751801491
1602701910312194002,6498,1602701910312194002,,30.2873735168,-97.7374294427,-3.04785752296
1602701910372088021,6499,1602701910372088021,,30.2873738384,-97.7374294851,-3.0476140976
1602701910412709679,6500,1602701910412709679,,30.2873738745,-97.7374299951,-3.04744386673
1602701910452981122,6501,1602701910452981122,,30.2873739108,-97.7374305051,-3.0476140976
1602701910472969962,6502,1602701910472969962,,30.2873739108,-97.7374305051,-3.0476140976
1602701910493289272,6503,1602701910493289272,,30.2873739471,-97.737431018,-3.04744386673
1602701910533714302,6504,1602701910533714302,,30.2873739471,-97.737431018,-3.04744386673
1602701910573660917,6505,1602701910573660917,,30.287373984,-97.7374315316,-3.04778385162
1602701910616600240,6506,1602701910616600240,,30.2873740205,-97.7374320433,-3.04795360565
1602701910675473624,6507,1602701910675473624,,30.2873739029,-97.7374332566,-3.04633784294
1602701910715946956,6508,1602701910715946956,,30.2873739388,-97.737433768,-3.04633784294
1602701910756180441,6509,1602701910756180441,,30.2873739746,-97.7374342796,-3.04633784294
1602701910796601697,6510,1602701910796601697,,30.2873740102,-97.7374347901,-3.04599785805
1602701910837150461,6511,1602701910837150461,,30.2873740102,-97.7374347901,-3.04599785805
1602701910877540864,6512,1602701910877540864,,30.2873740468,-97.7374353029,-3.046677351
1602701910918979711,6513,1602701910918979711,,30.2873740826,-97.7374358156,-3.04684710503
1602701910978868276,6514,1602701910978868276,,30.2873744097,-97.7374360557,-3.04416131973
1602701911019228347,6515,1602701911019228347,,30.2873744446,-97.7374365668,-3.04433107376
1602701911039357823,6516,1602701911039357823,,30.2873744795,-97.7374370776,-3.04365158081
1602701911079611136,6517,1602701911079611136,,30.2873745145,-97.7374375887,-3.04416131973
1602701911140116215,6518,1602701911140116215,,30.2873745145,-97.7374375887,-3.04416131973
1602701911180241777,6519,1602701911180241777,,30.2873745494,-97.7374381022,-3.04450082779
1602701911221807981,6520,1602701911221807981,,30.2873745845,-97.7374386129,-3.04450082779
1602701911261578357,6521,1602701911261578357,,30.2873746197,-97.7374391238,-3.04501056671
1602701911322209952,6522,1602701911322209952,,30.2873743197,-97.7374401027,-3.04812669754
1602701911342509718,6523,1602701911342509718,,30.2873743197,-97.7374401027,-3.04812669754
1602701911382577777,6524,1602701911382577777,,30.2873743564,-97.7374406173,-3.04812669754
1602701911442939155,6525,1602701911442939155,,30.2873743564,-97.7374406173,-3.04812669754
1602701911483155269,6526,1602701911483155269,,30.2873743934,-97.7374411305,-3.04812669754
1602701911524492720,6527,1602701911524492720,,30.2873744305,-97.7374416439,-3.04880619049
1602701911564673007,6528,1602701911564673007,,30.2873744674,-97.7374421542,-3.04914569855
1602701911604916642,6529,1602701911604916642,,30.2873745322,-97.7374426657,-3.04969215393
1602701911624967127,6530,1602701911624967127,,30.2873745697,-97.7374431741,-3.05003213882
1602701911645152382,6531,1602701911645152382,,30.2873745697,-97.7374431741,-3.05003213882
1602701911685678455,6532,1602701911685678455,,30.287374607,-97.7374436847,-3.05003213882
1602701911725985953,6533,1602701911725985953,,30.287374607,-97.7374436847,-3.05003213882
1602701911786316613,6534,1602701911786316613,,30.2873746444,-97.7374441962,-3.0498623848
1602701911827815807,6535,1602701911827815807,,30.2873746819,-97.7374447077,-3.0498623848
1602701911868206623,6536,1602701911868206623,,30.2873747196,-97.737445219,-3.05020189285
1602701911908211802,6537,1602701911908211802,,30.2873745467,-97.737446687,-3.05709481239
1602701911948337175,6538,1602701911948337175,,30.2873745874,-97.7374471979,-3.05709481239
1602701911968802820,6539,1602701911968802820,,30.2873745874,-97.7374471979,-3.05709481239
1602701911989032117,6540,1602701911989032117,,30.2873746278,-97.737447708,-3.05709481239
1602701912029249192,6541,1602701912029249192,,30.2873746278,-97.737447708,-3.05709481239
1602701912069665906,6542,1602701912069665906,,30.2873746679,-97.7374482183,-3.05658555031
1602701912130692266,6543,1602701912130692266,,30.2873747088,-97.7374487322,-3.05675530434
1602701912170969033,6544,1602701912170969033,,30.2873747496,-97.7374492431,-3.05709481239
1602701912211094532,6545,1602701912211094532,,30.2873748682,-97.7374497842,-3.05718374252
1602701912251184374,6546,1602701912251184374,,30.2873749088,-97.7374502947,-3.05684423447
1602701912271360024,6547,1602701912271360024,,30.2873749088,-97.7374502947,-3.05684423447
1602701912291722096,6548,1602701912291722096,,30.2873749487,-97.7374508071,-3.05599451065
1602701912332042031,6549,1602701912332042031,,30.2873749487,-97.7374508071,-3.05599451065
1602701912372345035,6550,1602701912372345035,,30.2873749891,-97.7374513172,-3.05633449554
1602701912413934462,6551,1602701912413934462,,30.2873750296,-97.7374518281,-3.0566740036
1602701912453913747,6552,1602701912453913747,,30.28737507,-97.7374523391,-3.0566740036
1602701912514172114,6553,1602701912514172114,,30.287375112,-97.7374529745,-3.05862426758
1602701912554511586,6554,1602701912554511586,,30.2873751537,-97.7374534849,-3.0591340065
1602701912595025505,6555,1602701912595025505,,30.2873751952,-97.7374539952,-3.05930376053
1602701912615108070,6556,1602701912615108070,,30.2873751952,-97.7374539952,-3.05930376053
1602701912635433887,6557,1602701912635433887,,30.2873751952,-97.7374539952,-3.05930376053
1602701912675605426,6558,1602701912675605426,,30.2873752371,-97.7374545051,-3.05964326859
1602701912717127477,6559,1602701912717127477,,30.2873752784,-97.7374550166,-3.05947351456
1602701912756952989,6560,1602701912756952989,,30.2873753208,-97.7374555302,-3.05981349945
1602701912797230617,6561,1602701912797230617,,30.287375383,-97.7374562489,-3.05701375008
1602701912837588580,6562,1602701912837588580,,30.2873754238,-97.7374567606,-3.0571835041
1602701912897861515,6563,1602701912897861515,,30.2873754644,-97.7374572724,-3.05667376518
1602701912938469602,6564,1602701912938469602,,30.2873755041,-97.7374577823,-3.05633425713
1602701912958708858,6565,1602701912958708858,,30.2873755041,-97.7374577823,-3.05633425713
1602701913020508276,6566,1602701913020508276,,30.2873755453,-97.7374582961,-3.05684351921
1602701913060481452,6567,1602701913060481452,,30.2873755857,-97.7374588063,-3.05701375008
1602701913100474413,6568,1602701913100474413,,30.2873756219,-97.7374594035,-3.05588674545
1602701913140997505,6569,1602701913140997505,,30.2873756621,-97.7374599146,-3.05622625351
1602701913201028834,6570,1602701913201028834,,30.2873757019,-97.7374604227,-3.05588674545
1602701913221222070,6571,1602701913221222070,,30.2873757019,-97.7374604227,-3.05588674545
1602701913261432858,6572,1602701913261432858,,30.2873757429,-97.7374609359,-3.0565662384
1602701913322627760,6573,1602701913322627760,,30.2873757831,-97.7374614466,-3.05639600754
1602701913362801352,6574,1602701913362801352,,30.2873758237,-97.7374619592,-3.05673599243
1602701913403364426,6575,1602701913403364426,,30.2873761728,-97.7374628089,-3.0569524765
1602701913444042869,6576,1602701913444042869,,30.2873762133,-97.7374633199,-3.05661249161
1602701913484183997,6577,1602701913484183997,,30.2873762539,-97.7374638343,-3.05678224564
1602701913544471459,6578,1602701913544471459,,30.2873762946,-97.7374643445,-3.05712223053
1602701913564623779,6579,1602701913564623779,,30.2873762946,-97.7374643445,-3.05712223053
1602701913604889251,6580,1602701913604889251,,30.287376335,-97.7374648578,-3.05661249161
1602701913645800445,6581,1602701913645800445,,30.2873763757,-97.73746537,-3.0569524765
1602701913706142761,6582,1602701913706142761,,30.2873761535,-97.7374659834,-3.05366516113
1602701913746397458,6583,1602701913746397458,,30.2873761922,-97.7374664929,-3.0534954071
1602701913786907630,6584,1602701913786907630,,30.2873761922,-97.7374664929,-3.0534954071
1602701913827428268,6585,1602701913827428268,,30.2873762314,-97.7374670029,-3.05366516113
1602701913867568126,6586,1602701913867568126,,30.2873762705,-97.7374675132,-3.05383491516
1602701913887618724,6587,1602701913887618724,,30.2873763099,-97.7374680261,-3.05400466919
1602701913907842671,6588,1602701913907842671,,30.2873763099,-97.7374680261,-3.05400466919
1602701913948792533,6589,1602701913948792533,,30.2873763501,-97.737468549,-3.05400466919
1602701913988972346,6590,1602701913988972346,,30.287376787,-97.737469595,-3.0514330864
1602701914029266152,6591,1602701914029266152,,30.287376787,-97.737469595,-3.0514330864
1602701914089870935,6592,1602701914089870935,,30.287376825,-97.7374701049,-3.05160284042
1602701914130547328,6593,1602701914130547328,,30.2873768633,-97.7374706166,-3.05177259445
1602701914170663703,6594,1602701914170663703,,30.2873769018,-97.7374711269,-3.05177259445
1602701914210845551,6595,1602701914210845551,,30.2873769399,-97.7374716368,-3.05194282532
1602701914233421647,6596,1602701914233421647,,30.2873769399,-97.7374716368,-3.05194282532
1602701914251823023,6597,1602701914251823023,,30.2873769782,-97.7374721491,-3.05160284042
1602701914291810469,6598,1602701914291810469,,30.2873768169,-97.7374728881,-3.05341720581
1602701914332109428,6599,1602701914332109428,,30.2873768169,-97.7374728881,-3.05341720581
1602701914372464887,6600,1602701914372464887,,30.2873768559,-97.7374733988,-3.05358743668
1602701914433118661,6601,1602701914433118661,,30.2873768952,-97.7374739102,-3.05392694473
1602701914473319964,6602,1602701914473319964,,30.2873769346,-97.7374744221,-3.05392694473
1602701914513182680,6603,1602701914513182680,,30.2873769738,-97.7374749344,-3.05358743668
1602701914534803911,6604,1602701914534803911,,30.2873769738,-97.7374749344,-3.05358743668
1602701914555243566,6605,1602701914555243566,,30.2873770124,-97.7374754442,-3.05341720581
1602701914594816756,6606,1602701914594816756,,30.2873770617,-97.7374760237,-3.05542039871
1602701914635156088,6607,1602701914635156088,,30.2873770617,-97.7374760237,-3.05542039871
1602701914675405209,6608,1602701914675405209,,30.2873771015,-97.7374765349,-3.05542039871
1602701914715805210,6609,1602701914715805210,,30.2873771408,-97.7374770445,-3.05491065979
1602701914756361506,6610,1602701914756361506,,30.2873771811,-97.7374775564,-3.05542039871
1602701914816557338,6611,1602701914816557338,,30.2873772207,-97.7374780656,-3.05525064468
1602701914863051346,6612,1602701914863051346,,30.2873772607,-97.7374785769,-3.05559015274
1602701914878645835,6613,1602701914878645835,,30.2873773004,-97.7374790882,-3.05542039871
1602701914938475379,6614,1602701914938475379,,30.2873773009,-97.7374790872,-3.05660939217
1602701914978732654,6615,1602701914978732654,,30.2873773412,-97.7374795985,-3.05660939217
1602701915018956199,6616,1602701915018956199,,30.2873773817,-97.7374801085,-3.05694937706
1602701915059518134,6617,1602701915059518134,,30.2873774223,-97.7374806204,-3.05694937706
1602701915099591708,6618,1602701915099591708,,30.2873774625,-97.7374811325,-3.05626988411
1602701915141208009,6619,1602701915141208009,,30.2873775028,-97.7374816446,-3.05592989922
1602701915201263224,6620,1602701915201263224,,30.2873775477,-97.737482154,-3.05724835396
1602701915222097805,6621,1602701915222097805,,30.2873775477,-97.737482154,-3.05724835396
1602701915262225829,6622,1602701915262225829,,30.2873775892,-97.7374826675,-3.05775809288
1602701915322395602,6623,1602701915322395602,,30.28737763,-97.7374831764,-3.05775809288
1602701915362985133,6624,1602701915362985133,,30.2873776711,-97.7374836891,-3.05792784691
1602701915403127636,6625,1602701915403127636,,30.2873777119,-97.7374841991,-3.05809760094
1602701915444500373,6626,1602701915444500373,,30.2873777119,-97.7374841991,-3.05809760094
1602701915484377777,6627,1602701915484377777,,30.2873777942,-97.7374852222,-3.05809760094
1602701915550138945,6628,1602701915550138945,,30.2873778356,-97.7374857346,-3.05826735497
1602701915569978907,6629,1602701915569978907,,30.2873777278,-97.7374855309,-3.06117987633
1602701915610118968,6630,1602701915610118968,,30.2873777701,-97.7374860403,-3.0610101223
1602701915650710962,6631,1602701915650710962,,30.2873778126,-97.7374865517,-3.06117987633
1602701915711003087,6632,1602701915711003087,,30.2873778547,-97.7374870613,-3.06117987633
1602701915752512056,6633,1602701915752512056,,30.2873778547,-97.7374870613,-3.06117987633
1602701915792571755,6634,1602701915792571755,,30.2873779395,-97.7374880821,-3.06117987633
1602701915832902142,6635,1602701915832902142,,30.2873779317,-97.737488074,-3.06108307838
1602701915852833508,6636,1602701915852833508,,30.2873779748,-97.7374885869,-3.06176257133
1602701915872809315,6637,1602701915872809315,,30.2873779748,-97.7374885869,-3.06176257133
1602701915913146480,6638,1602701915913146480,,30.2873780169,-97.7374890974,-3.06142306328
1602701915953508733,6639,1602701915953508733,,30.2873780597,-97.7374896094,-3.06142306328
1602701915993881253,6640,1602701915993881253,,30.2873781022,-97.7374901194,-3.06142306328
1602701916035220679,6641,1602701916035220679,,30.2873781022,-97.7374901194,-3.06142306328
1602701916075176930,6642,1602701916075176930,,30.2873781444,-97.737490628,-3.06142306328
1602701916135526675,6643,1602701916135526675,,30.2873782255,-97.7374911169,-3.06156110764
1602701916175959073,6644,1602701916175959073,,30.2873782682,-97.7374916287,-3.06156110764
1602701916196019901,6645,1602701916196019901,,30.2873783109,-97.7374921396,-3.06190061569
1602701916216183585,6646,1602701916216183585,,30.2873783109,-97.7374921396,-3.06190061569
1602701916256623147,6647,1602701916256623147,,30.2873783549,-97.7374926616,-3.06207036972
1602701916296822386,6648,1602701916296822386,,30.2873783976,-97.737493172,-3.06190061569
1602701916338383625,6649,1602701916338383625,,30.2873783976,-97.737493172,-3.06190061569
1602701916378269979,6650,1602701916378269979,,30.28737844,-97.7374936818,-3.06156110764
1602701916438485042,6651,1602701916438485042,,30.2873784487,-97.7374940233,-3.05921769142
1602701916478666678,6652,1602701916478666678,,30.2873785323,-97.7374950502,-3.05921769142
1602701916498830816,6653,1602701916498830816,,30.2873785323,-97.7374950502,-3.05921769142
1602701916559455517,6654,1602701916559455517,,30.287378574,-97.7374955708,-3.05887818336
1602701916599530246,6655,1602701916599530246,,30.2873786157,-97.7374960838,-3.05887818336
1602701916639896690,6656,1602701916639896690,,30.2873786157,-97.7374960838,-3.05887818336
1602701916681149371,6657,1602701916681149371,,30.2873786576,-97.7374966032,-3.05904793739
1602701916721133294,6658,1602701916721133294,,30.2873787081,-97.7374971476,-3.05909943581
1602701916781783003,6659,1602701916781783003,,30.2873787916,-97.7374981705,-3.0594394207
1602701916801854891,6660,1602701916801854891,,30.2873787916,-97.7374981705,-3.0594394207
1602701916841991342,6661,1602701916841991342,,30.2873788338,-97.7374986818,-3.05994915962
1602701916902642440,6662,1602701916902642440,,30.2873788754,-97.7374991929,-3.06011891365
1602701916942549834,6663,1602701916942549834,,30.2873788754,-97.7374991929,-3.06011891365
